ID,Name,Status,Has_Member
Category-964,SFP Secondary Cluster: Exposure Temporary File,Incomplete,CWE-377;CWE-378;CWE-379
Category-965,SFP Secondary Cluster: Insecure Session Management,Incomplete,CWE-488;CWE-524;CWE-6
Category-966,SFP Secondary Cluster: Other Exposures,Incomplete,CWE-453;CWE-487;CWE-492;CWE-525;CWE-614;CWE-651
Category-967,SFP Secondary Cluster: State Disclosure,Incomplete,CWE-202;CWE-203;CWE-204;CWE-205;CWE-206;CWE-207;CWE-208
Category-968,SFP Secondary Cluster: Covert Channel,Incomplete,CWE-385;CWE-514;CWE-515
Category-969,SFP Secondary Cluster: Faulty Memory Release,Incomplete,CWE-415;CWE-590;CWE-761;CWE-763
Category-970,SFP Secondary Cluster: Faulty Buffer Access,Incomplete,CWE-118;CWE-119;CWE-120;CWE-121;CWE-122;CWE-123;CWE-124;CWE-125;CWE-126;CWE-127;CWE-129
Category-971,SFP Secondary Cluster: Faulty Pointer Use,Incomplete,CWE-469;CWE-476;CWE-588
Category-972,SFP Secondary Cluster: Faulty String Expansion,Incomplete,CWE-785
Category-973,SFP Secondary Cluster: Improper NULL Termination,Incomplete,CWE-170
Category-974,SFP Secondary Cluster: Incorrect Buffer Length Computation,Incomplete,CWE-131;CWE-135;CWE-251;CWE-467
Category-975,SFP Secondary Cluster: Architecture,Incomplete,CWE-348;CWE-359;CWE-602;CWE-637;CWE-649;CWE-654;CWE-656;CWE-657;CWE-671;CWE-693;CWE-749
Category-976,SFP Secondary Cluster: Compiler,Incomplete,CWE-733
Category-977,SFP Secondary Cluster: Design,Incomplete,CWE-115;CWE-187;CWE-188;CWE-193;CWE-349;CWE-405;CWE-406;CWE-407;CWE-408;CWE-409;CWE-410;CWE-430;CWE-462;CWE-463;CWE-464;CWE-483;CWE-581;CWE-595;CWE-618;CWE-648;CWE-670;CWE-682;CWE-691;CWE-696;CWE-697;CWE-698;CWE-705
Category-978,SFP Secondary Cluster: Implementation,Incomplete,CWE-358;CWE-398;CWE-623;CWE-710
Category-979,SFP Secondary Cluster: Failed Chroot Jail,Incomplete,CWE-243
Category-980,SFP Secondary Cluster: Link in Resource Name Resolution,Incomplete,CWE-386;CWE-59;CWE-610;CWE-62;CWE-64;CWE-65
Category-981,SFP Secondary Cluster: Path Traversal,Incomplete,CWE-22;CWE-23;CWE-24;CWE-25;CWE-26;CWE-27;CWE-28;CWE-29;CWE-30;CWE-31;CWE-32;CWE-33;CWE-34;CWE-35;CWE-36;CWE-37;CWE-38;CWE-39;CWE-40;CWE-41;CWE-42;CWE-428;CWE-43;CWE-44;CWE-45;CWE-46;CWE-47;CWE-48;CWE-49;CWE-50;CWE-51;CWE-52;CWE-53;CWE-54;CWE-55;CWE-56;CWE-57;CWE-58;CWE-66;CWE-67;CWE-706;CWE-72;CWE-73
Category-982,SFP Secondary Cluster: Failure to Release Resource,Incomplete,CWE-404;CWE-459;CWE-771;CWE-772;CWE-773;CWE-775
Category-983,SFP Secondary Cluster: Faulty Resource Use,Incomplete,CWE-416;CWE-672
Category-984,SFP Secondary Cluster: Life Cycle,Incomplete,CWE-664;CWE-666;CWE-675;CWE-694
Category-985,SFP Secondary Cluster: Unrestricted Consumption,Incomplete,CWE-400;CWE-674;CWE-770;CWE-774
Category-986,SFP Secondary Cluster: Missing Lock,Incomplete,CWE-364;CWE-366;CWE-368;CWE-413;CWE-414;CWE-543;CWE-567;CWE-609;CWE-662;CWE-663;CWE-667
Category-987,SFP Secondary Cluster: Multiple Locks/Unlocks,Incomplete,CWE-585;CWE-764;CWE-765
Category-988,SFP Secondary Cluster: Race Condition Window,Incomplete,CWE-362;CWE-363;CWE-367;CWE-370;CWE-638
Category-989,SFP Secondary Cluster: Unrestricted Lock,Incomplete,CWE-412
Category-990,SFP Secondary Cluster: Tainted Input to Command,Incomplete,CWE-102;CWE-103;CWE-104;CWE-105;CWE-106;CWE-107;CWE-108;CWE-109;CWE-110;CWE-112;CWE-113;CWE-130;CWE-134;CWE-138;CWE-140;CWE-141;CWE-142;CWE-143;CWE-144;CWE-145;CWE-146;CWE-147;CWE-148;CWE-149;CWE-150;CWE-151;CWE-152;CWE-153;CWE-154;CWE-155;CWE-156;CWE-157;CWE-158;CWE-159;CWE-160;CWE-161;CWE-162;CWE-163;CWE-164;CWE-165;CWE-183;CWE-184;CWE-185;CWE-186;CWE-444;CWE-553;CWE-554;CWE-564;CWE-601;CWE-611;CWE-619;CWE-621;CWE-624;CWE-625;CWE-626;CWE-627;CWE-641;CWE-643;CWE-644;CWE-646;CWE-652;CWE-687;CWE-707;CWE-74;CWE-75;CWE-76;CWE-77;CWE-78;CWE-79;CWE-80;CWE-81;CWE-82;CWE-83;CWE-84;CWE-85;CWE-86;CWE-87;CWE-88;CWE-89;CWE-90;CWE-91;CWE-93;CWE-95;CWE-96;CWE-97;CWE-99
Category-991,SFP Secondary Cluster: Tainted Input to Environment,Incomplete,CWE-114;CWE-427;CWE-470;CWE-471;CWE-472;CWE-473;CWE-494;CWE-622;CWE-673;CWE-94
Category-992,SFP Secondary Cluster: Faulty Input Transformation,Incomplete,CWE-116;CWE-166;CWE-167;CWE-168;CWE-172;CWE-173;CWE-174;CWE-175;CWE-176;CWE-177;CWE-178;CWE-179;CWE-180;CWE-181;CWE-182
Category-993,SFP Secondary Cluster: Incorrect Input Handling,Incomplete,CWE-198;CWE-228;CWE-229;CWE-230;CWE-231;CWE-232;CWE-233;CWE-234;CWE-235;CWE-236;CWE-237;CWE-238;CWE-239;CWE-240;CWE-241;CWE-351;CWE-354
Category-994,SFP Secondary Cluster: Tainted Input to Variable,Incomplete,CWE-15;CWE-20;CWE-454;CWE-496;CWE-502;CWE-566;CWE-606;CWE-616
Category-995,SFP Secondary Cluster: Feature,Incomplete,CWE-447;CWE-448;CWE-449;CWE-450;CWE-451;CWE-549;CWE-655
Category-996,SFP Secondary Cluster: Security,Incomplete,CWE-356;CWE-357;CWE-446
Category-997,SFP Secondary Cluster: Information Loss,Incomplete,CWE-221;CWE-222;CWE-223;CWE-224
Category-998,SFP Secondary Cluster: Glitch in Computation,Incomplete,CWE-128;CWE-190;CWE-191;CWE-194;CWE-195;CWE-196;CWE-197;CWE-369;CWE-456;CWE-457;CWE-466;CWE-468;CWE-475;CWE-480;CWE-481;CWE-486;CWE-562;CWE-570;CWE-571;CWE-579;CWE-587;CWE-594;CWE-597;CWE-628;CWE-681;CWE-683;CWE-685;CWE-686;CWE-688;CWE-704;CWE-768
Category-1001,SFP Secondary Cluster: Use of an Improper API,Incomplete,CWE-111;CWE-227;CWE-242;CWE-245;CWE-246;CWE-382;CWE-383;CWE-432;CWE-439;CWE-440;CWE-474;CWE-477;CWE-479;CWE-558;CWE-572;CWE-573;CWE-574;CWE-575;CWE-576;CWE-577;CWE-578;CWE-586;CWE-589;CWE-617;CWE-676;CWE-684;CWE-695;CWE-758
Category-1002,SFP Secondary Cluster: Unexpected Entry Points,Incomplete,CWE-489;CWE-491;CWE-493;CWE-500;CWE-531;CWE-568;CWE-580;CWE-582;CWE-583;CWE-608;CWE-766
Category-1005,7PK - Input Validation and Representation,Draft,CWE-20;CWE-77;CWE-79;CWE-89;CWE-99
Category-1006,Bad Coding Practices,Draft,CWE-358;CWE-360;CWE-478;CWE-487;CWE-489;CWE-547;CWE-561;CWE-562;CWE-563;CWE-581;CWE-586;CWE-605;CWE-628;CWE-654;CWE-656;CWE-694;CWE-807;CWE-1041;CWE-1043;CWE-1044;CWE-1045;CWE-1046;CWE-1048;CWE-1049;CWE-1050;CWE-1063;CWE-1065;CWE-1066;CWE-1067;CWE-1070;CWE-1071;CWE-1072;CWE-1073;CWE-1079;CWE-1082;CWE-1084;CWE-1085;CWE-1087;CWE-1089;CWE-1092;CWE-1094;CWE-1097;CWE-1098;CWE-1099;CWE-1101;CWE-1102;CWE-1103;CWE-1104;CWE-1106;CWE-1107;CWE-1108;CWE-1109;CWE-1113;CWE-1114;CWE-1115;CWE-1116;CWE-1117;CWE-1126;CWE-1127;CWE-1235
Category-1009,Audit,Draft,CWE-117;CWE-223;CWE-224;CWE-532;CWE-778;CWE-779
Category-1010,Authenticate Actors,Draft,CWE-258;CWE-259;CWE-262;CWE-263;CWE-287;CWE-288;CWE-289;CWE-290;CWE-291;CWE-293;CWE-294;CWE-301;CWE-302;CWE-303;CWE-304;CWE-305;CWE-306;CWE-307;CWE-308;CWE-322;CWE-521;CWE-593;CWE-603;CWE-620;CWE-640;CWE-798;CWE-836;CWE-916
Category-1011,Authorize Actors,Draft,CWE-114;CWE-15;CWE-219;CWE-220;CWE-266;CWE-267;CWE-268;CWE-269;CWE-270;CWE-271;CWE-272;CWE-273;CWE-274;CWE-276;CWE-277;CWE-279;CWE-280;CWE-281;CWE-282;CWE-283;CWE-284;CWE-285;CWE-286;CWE-300;CWE-341;CWE-359;CWE-403;CWE-419;CWE-420;CWE-425;CWE-426;CWE-434;CWE-527;CWE-528;CWE-529;CWE-530;CWE-538;CWE-551;CWE-552;CWE-566;CWE-639;CWE-642;CWE-647;CWE-653;CWE-656;CWE-668;CWE-669;CWE-671;CWE-673;CWE-708;CWE-732;CWE-770;CWE-782;CWE-827;CWE-862;CWE-863;CWE-921;CWE-923;CWE-939;CWE-942
Category-1012,Cross Cutting,Draft,CWE-208;CWE-392;CWE-460;CWE-544;CWE-602;CWE-703;CWE-754;CWE-784;CWE-807
Category-1013,Encrypt Data,Draft,CWE-256;CWE-257;CWE-260;CWE-261;CWE-311;CWE-312;CWE-313;CWE-314;CWE-315;CWE-316;CWE-317;CWE-318;CWE-319;CWE-321;CWE-323;CWE-324;CWE-325;CWE-326;CWE-327;CWE-328;CWE-330;CWE-331;CWE-332;CWE-333;CWE-334;CWE-335;CWE-336;CWE-337;CWE-338;CWE-339;CWE-347;CWE-522;CWE-523;CWE-757;CWE-759;CWE-760;CWE-780;CWE-922
Category-1014,Identify Actors,Draft,CWE-295;CWE-296;CWE-297;CWE-298;CWE-299;CWE-345;CWE-346;CWE-370;CWE-441;CWE-599;CWE-940;CWE-941
Category-1015,Limit Access,Draft,CWE-201;CWE-209;CWE-212;CWE-243;CWE-250;CWE-610;CWE-611;CWE-73
Category-1016,Limit Exposure,Draft,CWE-210;CWE-211;CWE-214;CWE-550;CWE-829;CWE-830
Category-1017,Lock Computer,Draft,CWE-645
Category-1018,Manage User Sessions,Draft,CWE-384;CWE-488;CWE-579;CWE-6;CWE-613;CWE-841
Category-1019,Validate Inputs,Draft,CWE-138;CWE-150;CWE-20;CWE-349;CWE-352;CWE-472;CWE-473;CWE-502;CWE-59;CWE-601;CWE-641;CWE-643;CWE-652;CWE-74;CWE-75;CWE-76;CWE-77;CWE-78;CWE-79;CWE-790;CWE-791;CWE-792;CWE-793;CWE-794;CWE-795;CWE-796;CWE-797;CWE-88;CWE-89;CWE-90;CWE-91;CWE-93;CWE-94;CWE-943;CWE-95;CWE-96;CWE-97;CWE-98;CWE-99
Category-1020,Verify Message Integrity,Draft,CWE-353;CWE-354;CWE-390;CWE-391;CWE-494;CWE-565;CWE-649;CWE-707;CWE-755;CWE-924
Category-1027,OWASP Top Ten 2017 Category A1 - Injection,Incomplete,CWE-77;CWE-78;CWE-88;CWE-89;CWE-90;CWE-91;CWE-564;CWE-917;CWE-943
Category-1028,OWASP Top Ten 2017 Category A2 - Broken Authentication,Incomplete,CWE-287;CWE-256;CWE-308;CWE-384;CWE-522;CWE-523;CWE-613;CWE-620;CWE-640
Category-1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,Incomplete,CWE-220;CWE-295;CWE-311;CWE-312;CWE-319;CWE-320;CWE-325;CWE-326;CWE-327;CWE-328;CWE-359
Category-1030,OWASP Top Ten 2017 Category A4 - XML External Entities (XXE),Incomplete,CWE-611;CWE-776
Category-1031,OWASP Top Ten 2017 Category A5 - Broken Access Control,Incomplete,CWE-22;CWE-284;CWE-285;CWE-425;CWE-639
Category-1032,OWASP Top Ten 2017 Category A6 - Security Misconfiguration,Incomplete,CWE-16;CWE-209;CWE-548
Category-1033,OWASP Top Ten 2017 Category A7 - Cross-Site Scripting (XSS),Incomplete,CWE-79
Category-1034,OWASP Top Ten 2017 Category A8 - Insecure Deserialization,Incomplete,CWE-502
Category-1035,OWASP Top Ten 2017 Category A9 - Using Components with Known Vulnerabilities,Incomplete,
Category-1036,OWASP Top Ten 2017 Category A10 - Insufficient Logging & Monitoring,Incomplete,CWE-223;CWE-778
Category-1129,CISQ Quality Measures (2016) - Reliability,Draft,CWE-120;CWE-252;CWE-396;CWE-397;CWE-456;CWE-674;CWE-704;CWE-772;CWE-788;CWE-1045;CWE-1047;CWE-1051;CWE-1056;CWE-1058;CWE-1062;CWE-1065;CWE-1066;CWE-1069;CWE-1070;CWE-1077;CWE-1079;CWE-1082;CWE-1083;CWE-1087;CWE-1088;CWE-1097;CWE-1096;CWE-1098
Category-1130,CISQ Quality Measures (2016) - Maintainability,Draft,CWE-561;CWE-1041;CWE-1044;CWE-1047;CWE-1048;CWE-1052;CWE-1054;CWE-1055;CWE-1064;CWE-1074;CWE-1075;CWE-1080;CWE-766;CWE-1084;CWE-1085;CWE-1086;CWE-1090;CWE-1092;CWE-1095;CWE-1121
Category-1131,CISQ Quality Measures (2016) - Security,Draft,CWE-22;CWE-78;CWE-79;CWE-89;CWE-99;CWE-120;CWE-129;CWE-134;CWE-252;CWE-327;CWE-396;CWE-397;CWE-434;CWE-456;CWE-606;CWE-667;CWE-672;CWE-681;CWE-772;CWE-789;CWE-798;CWE-835
Category-1132,CISQ Quality Measures (2016) - Performance Efficiency,Draft,CWE-1042;CWE-1043;CWE-1046;CWE-1049;CWE-1050;CWE-1057;CWE-1060;CWE-1063;CWE-1067;CWE-1072;CWE-1073;CWE-1089;CWE-1091;CWE-1094
Category-1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),Stable,CWE-116;CWE-180;CWE-289;CWE-117;CWE-144;CWE-150;CWE-409;CWE-134;CWE-78;CWE-182
Category-1135,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 01. Declarations and Initialization (DCL),Stable,CWE-665
Category-1136,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 02. Expressions (EXP),Stable,CWE-252;CWE-476;CWE-597;CWE-595
Category-1137,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 03. Numeric Types and Operations (NUM),Stable,CWE-190;CWE-191;CWE-197;CWE-369;CWE-681;CWE-682
Category-1138,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 04. Characters and Strings (STR),Stable,CWE-838
Category-1139,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 05. Object Orientation (OBJ),Stable,CWE-374;CWE-375;CWE-486;CWE-491;CWE-492;CWE-498;CWE-500;CWE-766
Category-1140,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 06. Methods (MET),Stable,CWE-617;CWE-589;CWE-697;CWE-581;CWE-573;CWE-586;CWE-583;CWE-568
Category-1141,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 07. Exceptional Behavior (ERR),Stable,CWE-460;CWE-584;CWE-459;CWE-248;CWE-705;CWE-754;CWE-703;CWE-397;CWE-382
Category-1142,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 08. Visibility and Atomicity (VNA),Stable,CWE-362;CWE-366;CWE-413;CWE-567;CWE-662;CWE-667
Category-1143,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 09. Locking (LCK),Stable,CWE-412;CWE-609;CWE-667;CWE-820
Category-1144,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 10. Thread APIs (THI),Stable,CWE-572
Category-1145,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 11. Thread Pools (TPS),Stable,CWE-392;CWE-405;CWE-410
Category-1146,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 12. Thread-Safety Miscellaneous (TSM),Stable,
Category-1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),Stable,CWE-67;CWE-180;CWE-198;CWE-276;CWE-279;CWE-359;CWE-377;CWE-404;CWE-405;CWE-459;CWE-532;CWE-647;CWE-705;CWE-732;CWE-770
Category-1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),Stable,CWE-319;CWE-400;CWE-499;CWE-502;CWE-770
Category-1149,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 15. Platform Security (SEC),Stable,CWE-266;CWE-272;CWE-732
Category-1150,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 16. Runtime Environment (ENV),Stable,CWE-349;CWE-732
Category-1151,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 17. Java Native Interface (JNI),Stable,CWE-111
Category-1152,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 49. Miscellaneous (MSC),Stable,CWE-259;CWE-311;CWE-327;CWE-330;CWE-332;CWE-336;CWE-337;CWE-400;CWE-401;CWE-770;CWE-798
Category-1153,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 50. Android (DRD),Stable,
Category-1155,SEI CERT C Coding Standard - Guidelines 01. Preprocessor (PRE),Stable,
Category-1156,SEI CERT C Coding Standard - Guidelines 02. Declarations and Initialization (DCL),Stable,CWE-562
Category-1157,SEI CERT C Coding Standard - Guidelines 03. Expressions (EXP),Stable,CWE-758;CWE-908;CWE-476;CWE-690;CWE-628;CWE-685;CWE-686;CWE-843;CWE-704;CWE-119;CWE-125;CWE-480;CWE-481
Category-1158,SEI CERT C Coding Standard - Guidelines 04. Integers (INT),Stable,CWE-190;CWE-131;CWE-191;CWE-680;CWE-192;CWE-197;CWE-681;CWE-704;CWE-194;CWE-195;CWE-369;CWE-682;CWE-758;CWE-587
Category-1159,SEI CERT C Coding Standard - Guidelines 05. Floating Point (FLP),Stable,CWE-682;CWE-391;CWE-681;CWE-197
Category-1160,SEI CERT C Coding Standard - Guidelines 06. Arrays (ARR),Stable,CWE-119;CWE-129;CWE-786;CWE-123;CWE-125;CWE-758;CWE-469;CWE-121;CWE-805;CWE-468
Category-1161,SEI CERT C Coding Standard - Guidelines 07. Characters and Strings (STR),Stable,CWE-120;CWE-119;CWE-121;CWE-122;CWE-123;CWE-125;CWE-676;CWE-170;CWE-704
Category-1162,SEI CERT C Coding Standard - Guidelines 08. Memory Management (MEM),Stable,CWE-416;CWE-672;CWE-758;CWE-666;CWE-415;CWE-401;CWE-404;CWE-459;CWE-771;CWE-772;CWE-590;CWE-131;CWE-680;CWE-467;CWE-789;CWE-190
Category-1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),Stable,CWE-134;CWE-20;CWE-67;CWE-197;CWE-241;CWE-664;CWE-404;CWE-459;CWE-772;CWE-773;CWE-775;CWE-771;CWE-910;CWE-666;CWE-672;CWE-758;CWE-686;CWE-685
Category-1165,SEI CERT C Coding Standard - Guidelines 10. Environment (ENV),Stable,CWE-705;CWE-676;CWE-78;CWE-88
Category-1166,SEI CERT C Coding Standard - Guidelines 11. Signals (SIG),Stable,CWE-479;CWE-662
Category-1167,SEI CERT C Coding Standard - Guidelines 12. Error Handling (ERR),Stable,CWE-456;CWE-391;CWE-252;CWE-253;CWE-676;CWE-758
Category-1168,SEI CERT C Coding Standard - Guidelines 13. Application Programming Interfaces (API),Stable,
Category-1169,SEI CERT C Coding Standard - Guidelines 14. Concurrency (CON),Stable,CWE-667;CWE-366;CWE-676;CWE-330;CWE-377
Category-1170,SEI CERT C Coding Standard - Guidelines 48. Miscellaneous (MSC),Stable,CWE-327;CWE-330;CWE-338;CWE-676;CWE-331;CWE-758
Category-1171,SEI CERT C Coding Standard - Guidelines 50. POSIX (POS),Stable,CWE-170;CWE-242;CWE-363;CWE-696;CWE-273;CWE-667;CWE-391;CWE-252;CWE-253
Category-1172,SEI CERT C Coding Standard - Guidelines 51. Microsoft Windows (WIN) ,Stable,CWE-762;CWE-590
Category-1175,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 18. Concurrency (CON),Stable,
Category-1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),Stable,CWE-22;CWE-134;CWE-129;CWE-789;CWE-116;CWE-77;CWE-95
Category-1180,SEI CERT Perl Coding Standard - Guidelines 02. Declarations and Initialization (DCL),Stable,CWE-628;CWE-456;CWE-457;CWE-477
Category-1181,SEI CERT Perl Coding Standard - Guidelines 03. Expressions (EXP),Stable,CWE-394;CWE-783;CWE-477;CWE-248;CWE-391;CWE-460;CWE-705;CWE-754;CWE-252;CWE-690;CWE-628;CWE-375;CWE-597
Category-1182,SEI CERT Perl Coding Standard - Guidelines 04. Integers (INT),Stable,CWE-189
Category-1183,SEI CERT Perl Coding Standard - Guidelines 05. Strings (STR),Stable,
Category-1184,SEI CERT Perl Coding Standard - Guidelines 06. Object-Oriented Programming (OOP),Stable,CWE-767
Category-1185,SEI CERT Perl Coding Standard - Guidelines 07. File Input and Output (FIO),Stable,CWE-59
Category-1186,SEI CERT Perl Coding Standard - Guidelines 50. Miscellaneous (MSC),Stable,CWE-561;CWE-563
Category-1195,Manufacturing and Life Cycle Management Concerns,Draft,CWE-1059;CWE-1248;CWE-1266;CWE-1269;CWE-1273;CWE-1297
Category-1196,Security Flow Issues,Draft,CWE-1190;CWE-1193;CWE-1264;CWE-1274;CWE-1283;CWE-1310;CWE-1326;CWE-1328
Category-1197,Integration Issues,Draft,CWE-1276
Category-1198,Privilege Separation and Access Control Issues,Draft,CWE-276;CWE-441;CWE-1189;CWE-1192;CWE-1220;CWE-1222;CWE-1242;CWE-1260;CWE-1262;CWE-1267;CWE-1268;CWE-1280;CWE-1294;CWE-1299;CWE-1302;CWE-1303;CWE-1314;CWE-1318;CWE-1334;CWE-1420
Category-1199,General Circuit and Logic Design Concerns,Draft,CWE-1209;CWE-1221;CWE-1223;CWE-1224;CWE-1231;CWE-1232;CWE-1233;CWE-1234;CWE-1245;CWE-1250;CWE-1253;CWE-1254;CWE-1261;CWE-1298
Category-1201,Core and Compute Issues,Draft,CWE-1252;CWE-1281;CWE-1342;CWE-1420
Category-1202,Memory and Storage Issues,Draft,CWE-226;CWE-1246;CWE-1251;CWE-1257;CWE-1282;CWE-1420
Category-1203,"Peripherals, On-chip Fabric, and Interface/IO Problems",Draft,CWE-1311;CWE-1312;CWE-1315;CWE-1316;CWE-1317;CWE-1331
Category-1205,Security Primitives and Cryptography Issues,Draft,CWE-203;CWE-325;CWE-1240;CWE-1241;CWE-1279;CWE-1351;CWE-1431
Category-1206,"Power, Clock, Thermal, and Reset Concerns",Draft,CWE-1232;CWE-1247;CWE-1248;CWE-1255;CWE-1256;CWE-1271;CWE-1304;CWE-1314;CWE-1320;CWE-1332;CWE-1338
Category-1207,Debug and Test Problems,Draft,CWE-1191;CWE-1234;CWE-1243;CWE-1244;CWE-1258;CWE-1272;CWE-1291;CWE-1295;CWE-1296;CWE-1313;CWE-1323;CWE-319
Category-1208,Cross-Cutting Problems,Draft,CWE-440;CWE-1053;CWE-1059;CWE-1263;CWE-1277;CWE-1301;CWE-1329;CWE-1357;CWE-1429
Category-1210,Audit / Logging Errors,Draft,CWE-117;CWE-222;CWE-223;CWE-224;CWE-778;CWE-779
Category-1211,Authentication Errors,Draft,CWE-289;CWE-290;CWE-294;CWE-295;CWE-301;CWE-303;CWE-305;CWE-306;CWE-307;CWE-308;CWE-309;CWE-322;CWE-603;CWE-645;CWE-804;CWE-836
Category-1212,Authorization Errors,Draft,CWE-425;CWE-551;CWE-552;CWE-639;CWE-653;CWE-939;CWE-842;CWE-1220;CWE-1230
Category-1213,Random Number Issues,Draft,CWE-331;CWE-334;CWE-335;CWE-338;CWE-341;CWE-342;CWE-343;CWE-344;CWE-1241
Category-1214,Data Integrity Issues,Draft,CWE-322;CWE-346;CWE-347;CWE-348;CWE-349;CWE-351;CWE-353;CWE-354;CWE-494;CWE-565;CWE-649;CWE-829;CWE-924
Category-1215,Data Validation Issues,Draft,CWE-112;CWE-179;CWE-183;CWE-184;CWE-606;CWE-641;CWE-1173;CWE-1284;CWE-1285;CWE-1286;CWE-1287;CWE-1288;CWE-1289
Category-1216,Lockout Mechanism Errors,Draft,CWE-645
Category-1217,User Session Errors,Draft,CWE-488;CWE-613;CWE-841
Category-1218,Memory Buffer Errors,Draft,CWE-120;CWE-124;CWE-125;CWE-131;CWE-786;CWE-787;CWE-788;CWE-805;CWE-1284
Category-1219,File Handling Issues,Draft,CWE-22;CWE-41;CWE-59;CWE-66;CWE-378;CWE-379;CWE-426;CWE-427;CWE-428
Category-1225,Documentation Issues,Draft,CWE-1053;CWE-1068;CWE-1110;CWE-1111;CWE-1112;CWE-1118
Category-1226,Complexity Issues,Draft,CWE-1043;CWE-1047;CWE-1055;CWE-1056;CWE-1060;CWE-1064;CWE-1074;CWE-1075;CWE-1080;CWE-1086;CWE-1095;CWE-1119;CWE-1121;CWE-1122;CWE-1123;CWE-1124;CWE-1125;CWE-1333
Category-1227,Encapsulation Issues,Draft,CWE-1054;CWE-1057;CWE-1062;CWE-1083;CWE-1090;CWE-1100;CWE-1105
Category-1228,API / Function Errors,Draft,CWE-242;CWE-474;CWE-475;CWE-477;CWE-676;CWE-695;CWE-749
Category-1237,SFP Primary Cluster: Faulty Resource Release,Incomplete,CWE-415;CWE-762;CWE-763
Category-1238,SFP Primary Cluster: Failure to Release Memory,Incomplete,CWE-401
Category-1306,CISQ Quality Measures - Reliability,Incomplete,CWE-119;CWE-170;CWE-252;CWE-390;CWE-394;CWE-404;CWE-424;CWE-459;CWE-476;CWE-480;CWE-484;CWE-562;CWE-595;CWE-662;CWE-665;CWE-672;CWE-681;CWE-682;CWE-703;CWE-704;CWE-758;CWE-835;CWE-908;CWE-1045;CWE-1051;CWE-1066;CWE-1070;CWE-1077;CWE-1079;CWE-1082;CWE-1083;CWE-1087;CWE-1088;CWE-1098
Category-1307,CISQ Quality Measures - Maintainability,Incomplete,CWE-407;CWE-478;CWE-480;CWE-484;CWE-561;CWE-570;CWE-571;CWE-783;CWE-1041;CWE-1045;CWE-1047;CWE-1048;CWE-1051;CWE-1052;CWE-1054;CWE-1055;CWE-1062;CWE-1064;CWE-1074;CWE-1075;CWE-1079;CWE-1080;CWE-1084;CWE-1085;CWE-1086;CWE-1087;CWE-1090;CWE-1095
Category-1308,CISQ Quality Measures - Security,Incomplete,CWE-22;CWE-77;CWE-89;CWE-90;CWE-91;CWE-99;CWE-119;CWE-129;CWE-134;CWE-252;CWE-404;CWE-424;CWE-434;CWE-477;CWE-480;CWE-502;CWE-570;CWE-571;CWE-606;CWE-611;CWE-643;CWE-652;CWE-662;CWE-665;CWE-672;CWE-681;CWE-682;CWE-732;CWE-778;CWE-783;CWE-789;CWE-79;CWE-798;CWE-835
Category-1309,CISQ Quality Measures - Efficiency,Incomplete,CWE-404;CWE-424;CWE-1042;CWE-1043;CWE-1046;CWE-1049;CWE-1050;CWE-1057;CWE-1060;CWE-1067;CWE-1072;CWE-1073;CWE-1089;CWE-1091;CWE-1094
Category-1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,Incomplete,CWE-22;CWE-23;CWE-35;CWE-59;CWE-200;CWE-201;CWE-219;CWE-264;CWE-275;CWE-276;CWE-284;CWE-285;CWE-352;CWE-359;CWE-377;CWE-402;CWE-425;CWE-441;CWE-497;CWE-538;CWE-540;CWE-548;CWE-552;CWE-566;CWE-601;CWE-639;CWE-651;CWE-668;CWE-706;CWE-862;CWE-863;CWE-913;CWE-922;CWE-1275
